001-TIME,002-TempTra-001     ,003-Pmean     ,004-Pmax     ,005-MeanFreePath      
    1.78800000000001E-004,    3.71273561619406E+002,    1.73453273627833E-001,    8.48859819266094E-001,    1.51188955684060E-003 
    1.79200000000001E-004,    3.71552008621294E+002,    1.73397226855102E-001,    9.83137985910656E-001,    1.51212760195162E-003 
    1.79600000000001E-004,    3.71705052515242E+002,    1.73192530881783E-001,    8.59077828829445E-001,    1.51225837958691E-003 
    1.80000000000001E-004,    3.71800063956181E+002,    1.73373784017010E-001,    8.67040869131053E-001,    1.51233954647399E-003 
    1.80400000000001E-004,    3.71954597327564E+002,    1.73243802867525E-001,    7.80189988068553E-001,    1.51247152708479E-003 
    1.80800000000001E-004,    3.72130736957440E+002,    1.73392764688555E-001,    8.26070791071784E-001,    1.51262190789841E-003 
    1.81200000000001E-004,    3.72442120849827E+002,    1.73514693381823E-001,    8.19064237242064E-001,    1.51288761721718E-003 
    1.81600000000001E-004,    3.72639980868578E+002,    1.73086142307427E-001,    8.31385727779440E-001,    1.51305636345658E-003 
    1.82000000000001E-004,    3.72872751031556E+002,    1.73329372637326E-001,    9.45146122884812E-001,    1.51325479245164E-003 
    1.82400000000001E-004,    3.73154990766125E+002,    1.73590001915481E-001,    9.58431150001635E-001,    1.51349526142593E-003 
    1.82800000000001E-004,    3.73514321319454E+002,    1.72723482500749E-001,    6.76468557163505E-001,    1.51380120414665E-003 
    1.83200000000001E-004,    3.73852624101260E+002,    1.73843194419790E-001,    7.33033545766602E-001,    1.51408903088311E-003 
    1.83600000000001E-004,    3.73981413591597E+002,    1.73355393803217E-001,    9.71234167756550E-001,    1.51419855042304E-003 
    1.84000000000001E-004,    3.74277907479481E+002,    1.72880782831557E-001,    9.60934839953891E-001,    1.51445056861261E-003 
    1.84400000000001E-004,    3.74461122984685E+002,    1.73723876554050E-001,    1.01591258369994E+000,    1.51460622196207E-003 
    1.84800000000001E-004,    3.74635302600674E+002,    1.73545838906232E-001,    7.70956391048590E-001,    1.51475414296581E-003 
    1.85200000000001E-004,    3.74783303900138E+002,    1.73191687236690E-001,    1.01426045289413E+000,    1.51487978949997E-003 
    1.85600000000001E-004,    3.74968194363940E+002,    1.73926368134801E-001,    1.19628099474598E+000,    1.51503669823858E-003 
    1.86000000000001E-004,    3.75191995767126E+002,    1.73270732779880E-001,    9.88456054747224E-001,    1.51522654730129E-003 
    1.86400000000001E-004,    3.75519028878280E+002,    1.73674996696860E-001,    9.07707511069429E-001,    1.51550380623693E-003 
    1.86800000000001E-004,    3.75731157696131E+002,    1.73595132231415E-001,    8.94354714052443E-001,    1.51568354724165E-003 
    1.87200000000001E-004,    3.76024760306997E+002,    1.73398733247339E-001,    8.92254135897293E-001,    1.51593219040721E-003 
    1.87600000000001E-004,    3.76215650214735E+002,    1.74045576757477E-001,    1.00628970806511E+000,    1.51609376703006E-003 
    1.88000000000001E-004,    3.76429414486127E+002,    1.73281399275943E-001,    9.68546516888583E-001,    1.51627462854663E-003 
    1.88400000000001E-004,    3.76671811578009E+002,    1.73593402934915E-001,    9.44069571980165E-001,    1.51647961755711E-003 
    1.88800000000001E-004,    3.76843392864295E+002,    1.73461009481916E-001,    9.38530016081749E-001,    1.51662465647211E-003 
    1.89200000000001E-004,    3.77199946466141E+002,    1.73444908881572E-001,    9.22627785844727E-001,    1.51692588706802E-003 
    1.89600000000001E-004,    3.77396481786608E+002,    1.73119298162312E-001,    9.85060881733910E-001,    1.51709183172850E-003 
    1.90000000000001E-004,    3.77670017217307E+002,    1.73768935910049E-001,    8.63888961914205E-001,    1.51732267786228E-003 
    1.90400000000001E-004,    3.77858377850042E+002,    1.74110171330644E-001,    8.54048256492969E-001,    1.51748156521731E-003 
    1.90800000000001E-004,    3.78046737548885E+002,    1.73130864011472E-001,    8.01080212975416E-001,    1.51764038922572E-003 
    1.91200000000001E-004,    3.78253477330412E+002,    1.73460132027677E-001,    9.30612393825311E-001,    1.51781463928612E-003 
    1.91600000000001E-004,    3.78541036538028E+002,    1.73325069024525E-001,    9.57046218986015E-001,    1.51805688271551E-003 
    1.92000000000001E-004,    3.78727012681354E+002,    1.72764963444298E-001,    8.33761927245296E-001,    1.51821347391346E-003 
    1.92400000000001E-004,    3.78804567952611E+002,    1.73192534105097E-001,    9.68280752283567E-001,    1.51827875720586E-003 
    1.92800000000001E-004,    3.79191255079506E+002,    1.73211044089366E-001,    8.17537515863781E-001,    1.51860409931108E-003 
    1.93200000000001E-004,    3.79510858326307E+002,    1.73414761628524E-001,    1.05053395681828E+000,    1.51887280211114E-003 
    1.93600000000001E-004,    3.79736025364587E+002,    1.73109244478783E-001,    9.75086850661211E-001,    1.51906200142347E-003 
    1.94000000000001E-004,    3.79993509326148E+002,    1.72407315989061E-001,    7.40759419583857E-001,    1.51927824682935E-003 
    1.94400000000001E-004,    3.80248034565234E+002,    1.73264068891559E-001,    1.21503690667062E+000,    1.51949189364118E-003 
    1.94800000000001E-004,    3.80343258640995E+002,    1.73344827213955E-001,    8.80117981210676E-001,    1.51957179506438E-003 
    1.95200000000001E-004,    3.80482529627395E+002,    1.73246471539132E-001,    9.32624624928229E-001,    1.51968862728758E-003 
    1.95600000000001E-004,    3.80653302382058E+002,    1.72509769653254E-001,    7.21421387321141E-001,    1.51983183974269E-003 
    1.96000000000001E-004,    3.80878013921950E+002,    1.72791539660001E-001,    9.30325938535984E-001,    1.52002020871220E-003 
    1.96400000000001E-004,    3.81071906766828E+002,    1.73202516983554E-001,    7.75235374330392E-001,    1.52018267274322E-003 
    1.96800000000001E-004,    3.81266746927237E+002,    1.72806039396766E-001,    9.85857755849726E-001,    1.52034586476590E-003 
    1.97200000000001E-004,    3.81499866935377E+002,    1.72347895074285E-001,    6.74368400351111E-001,    1.52054103224327E-003 
    1.97600000000001E-004,    3.81760875184387E+002,    1.72577230112210E-001,    8.88861434877537E-001,    1.52075943592119E-003 
    1.98000000000001E-004,    3.82122344993204E+002,    1.72103159326312E-001,    6.28092727006867E-001,    1.52106170801844E-003 
    1.98400000000001E-004,    3.82398676579136E+002,    1.72668377196813E-001,    8.75635020521514E-001,    1.52129263262136E-003 
    1.98800000000001E-004,    3.82594505248696E+002,    1.72744683882437E-001,    9.77075148006810E-001,    1.52145620279610E-003 
    1.99200000000001E-004,    3.82809723303963E+002,    1.71613562711806E-001,    8.43554742888387E-001,    1.52163589210862E-003 
    1.99600000000001E-004,    3.83026010533016E+002,    1.71735137168542E-001,    8.30662012673881E-001,    1.52181639370753E-003 
    2.00000000000002E-004,    3.83325841622049E+002,    1.71823102971142E-001,    1.05524115686821E+000,    1.52206648334921E-003 
    2.00400000000002E-004,    3.83548053903167E+002,    1.72296040356659E-001,    8.67457029762972E-001,    1.52225173131836E-003 
    2.00800000000002E-004,    3.83771008112919E+002,    1.71415175697640E-001,    8.21253399054483E-001,    1.52243751260622E-003 
    2.01200000000002E-004,    3.83987120215364E+002,    1.71492032793709E-001,    8.20487935817100E-001,    1.52261751120144E-003 
    2.01600000000002E-004,    3.84170763290350E+002,    1.72118091077291E-001,    7.96187812592078E-001,    1.52277040363269E-003 
    2.02000000000002E-004,    3.84428469988271E+002,    1.72027903188062E-001,    9.16169172035652E-001,    1.52298486055699E-003 
    2.02400000000002E-004,    3.84720535173968E+002,    1.72071969951073E-001,    7.58201678436227E-001,    1.52322777248378E-003 
    2.02800000000002E-004,    3.84994107662513E+002,    1.71698718406266E-001,    9.46641228140561E-001,    1.52345517184795E-003 
    2.03200000000002E-004,    3.85311392133477E+002,    1.71777237030286E-001,    9.20622737490960E-001,    1.52371874573331E-003 
    2.03600000000002E-004,    3.85503670017269E+002,    1.71551224178806E-001,    8.71000126588412E-001,    1.52387839098336E-003 
    2.04000000000002E-004,    3.85801119914800E+002,    1.71266755384359E-001,    7.28430840528004E-001,    1.52412523499161E-003 
    2.04400000000002E-004,    3.85906520233339E+002,    1.71047768705819E-001,    7.32709054319725E-001,    1.52421266721585E-003 
    2.04800000000002E-004,    3.86140889888076E+002,    1.70993911215820E-001,    6.80790786767953E-001,    1.52440701516695E-003 
    2.05200000000002E-004,    3.86451997359394E+002,    1.71053252444927E-001,    8.88346813701369E-001,    1.52466485304214E-003 
    2.05600000000002E-004,    3.86664985271952E+002,    1.70585438015778E-001,    7.49886943029572E-001,    1.52484127740588E-003 
    2.06000000000002E-004,    3.86957506875804E+002,    1.70748435638824E-001,    7.64911033758419E-001,    1.52508345685925E-003 
    2.06400000000002E-004,    3.87321847427777E+002,    1.70813854072426E-001,    6.94635850327797E-001,    1.52538489325025E-003 
    2.06800000000002E-004,    3.87580653048336E+002,    1.71246507754981E-001,    9.65198357176953E-001,    1.52559887949110E-003 
    2.07200000000002E-004,    3.87843622755636E+002,    1.70597597241138E-001,    9.19297279648581E-001,    1.52581619310175E-003 
    2.07600000000002E-004,    3.88060776689486E+002,    1.70822437898541E-001,    7.99292554036306E-001,    1.52599555761914E-003 
    2.08000000000002E-004,    3.88165898984315E+002,    1.70874057401797E-001,    8.46088325083936E-001,    1.52608235791053E-003 
    2.08400000000002E-004,    3.88371295444447E+002,    1.70145883423142E-001,    7.52518181347530E-001,    1.52625190177890E-003 
    2.08800000000002E-004,    3.88457374173296E+002,    1.70163882749393E-001,    1.04296364367762E+000,    1.52632293413430E-003 
    2.09200000000002E-004,    3.88727256034954E+002,    1.70238194496567E-001,    6.95787293523632E-001,    1.52654556065676E-003 
    2.09600000000002E-004,    3.88839841415566E+002,    1.69782906542556E-001,    7.68498603378049E-001,    1.52663839665134E-003 
    2.10000000000002E-004,    3.88969242520132E+002,    1.69841314065712E-001,    7.43825866922143E-001,    1.52674507238076E-003 
    2.10400000000002E-004,    3.89308677641873E+002,    1.69525991881206E-001,    8.65134099894263E-001,    1.52702476286416E-003 
    2.10800000000002E-004,    3.89570964064160E+002,    1.69983348825015E-001,    1.03918079545323E+000,    1.52724075182539E-003 
    2.11200000000002E-004,    3.89929432538619E+002,    1.70078649966767E-001,    8.78801862673021E-001,    1.52753575955396E-003 
    2.11600000000002E-004,    3.90241307034041E+002,    1.69943830657378E-001,    8.95796184305455E-001,    1.52779224773658E-003 
    2.12000000000002E-004,    3.90523623447616E+002,    1.69936799724147E-001,    8.91612304892149E-001,    1.52802428750306E-003 
